#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 974: Waterhole, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Waterhole (974) 
# Washington  SNOTEL Site - 5010 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Nov 23, 2021 8:15:07 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2006-07-05,0.0,70.5,65,44,56,0.00
2006-07-06,0.0,70.5,74,36,45,0.00
2006-07-07,0.0,70.5,63,34,49,0.00
2006-07-08,0.0,70.5,68,46,58,0.00
2006-07-09,0.0,70.5,65,48,56,0.00
2006-07-10,0.0,70.5,59,40,49,0.00
2006-07-11,0.0,70.5,,42,49,0.10
2006-07-12,0.0,70.6,52,42,47,0.10
2006-07-13,0.0,70.7,54,39,45,0.10
2006-07-14,0.0,70.8,59,41,48,0.00
2006-07-15,0.0,70.8,59,39,47,0.00
2006-07-16,0.0,70.8,60,41,51,0.00
2006-07-17,0.0,70.8,58,37,48,0.00
2006-07-18,0.0,70.8,54,36,45,0.00
2006-07-19,0.0,70.8,60,40,50,0.00
2006-07-20,0.0,70.8,72,46,60,0.00
2006-07-21,0.0,70.8,82,59,71,0.00
2006-07-22,0.0,70.8,83,63,72,0.00
2006-07-23,0.0,70.8,79,60,70,0.00
2006-07-24,0.0,70.8,79,55,67,0.00
2006-07-25,0.0,70.8,72,52,61,0.00
2006-07-26,0.0,70.8,75,50,62,0.00
2006-07-27,0.0,70.8,73,48,59,0.00
2006-07-28,0.0,70.8,60,40,50,0.00
2006-07-29,0.0,70.8,46,38,42,0.00
2006-07-30,0.0,70.8,47,36,41,0.00
2006-07-31,0.0,70.8,51,35,43,0.00
2006-08-01,0.0,70.8,57,39,46,0.00
2006-08-02,0.0,70.8,53,38,46,0.00
2006-08-03,0.0,70.8,59,38,49,0.10
2006-08-04,0.0,70.9,60,40,49,0.00
2006-08-05,0.0,70.9,65,41,53,0.00
2006-08-06,0.0,70.9,67,48,58,0.00
2006-08-07,0.0,70.9,73,49,60,0.00
2006-08-08,0.0,70.9,59,45,52,0.00
2006-08-09,0.0,70.9,58,46,51,0.00
2006-08-10,0.0,70.9,52,40,46,0.30
2006-08-11,0.0,71.2,54,38,45,0.00
2006-08-12,0.0,71.2,58,37,48,0.00
2006-08-13,0.0,71.2,64,44,54,0.00
2006-08-14,0.0,71.2,68,45,55,0.00
2006-08-15,0.0,71.2,60,41,49,0.00
2006-08-16,0.0,71.2,59,39,48,0.00
2006-08-17,0.0,71.2,65,44,54,0.00
2006-08-18,0.0,71.2,66,48,56,0.00
2006-08-19,0.0,71.2,68,48,58,0.00
2006-08-20,0.0,71.2,69,49,58,0.00
2006-08-21,0.0,71.2,72,52,61,0.00
2006-08-22,0.0,71.2,67,45,54,0.00
2006-08-23,0.0,71.2,62,41,49,0.00
2006-08-24,0.0,71.2,54,39,45,0.00
2006-08-25,0.0,71.2,65,41,52,0.00
2006-08-26,0.0,71.2,69,47,57,0.00
2006-08-27,0.0,71.2,71,48,59,0.00
2006-08-28,0.0,71.2,71,48,60,0.00
2006-08-29,0.0,71.2,48,36,43,0.00
2006-08-30,0.0,71.2,47,34,40,0.00
2006-08-31,0.0,71.2,54,31,42,0.00
2006-09-01,0.0,71.2,69,41,54,0.00
2006-09-02,0.0,71.2,76,51,62,0.00
2006-09-03,0.0,71.2,73,55,63,0.00
2006-09-04,0.0,71.2,70,55,61,0.70
2006-09-05,0.0,71.9,69,48,58,0.00
2006-09-06,0.0,71.9,70,48,58,0.00
2006-09-07,0.0,71.9,65,46,54,0.00
2006-09-08,0.0,71.9,58,,49,0.00
2006-09-09,0.0,71.9,49,38,43,0.00
2006-09-10,0.0,71.9,60,33,46,0.00
2006-09-11,0.0,71.9,62,46,52,0.00
2006-09-12,0.0,71.9,63,40,51,0.00
2006-09-13,0.0,71.9,49,34,41,0.10
2006-09-14,0.0,72.0,43,32,36,0.50
2006-09-15,0.0,72.5,38,31,34,0.00
2006-09-16,0.0,72.5,47,30,37,0.10
2006-09-17,0.0,72.6,51,34,44,0.00
2006-09-18,0.0,72.6,46,35,40,0.20
2006-09-19,0.0,72.8,45,32,38,0.00
2006-09-20,0.0,72.8,42,36,39,0.00
2006-09-21,0.0,72.8,46,31,37,0.00
2006-09-22,0.0,72.8,51,31,39,0.00
2006-09-23,0.0,72.8,61,36,47,0.00
2006-09-24,0.0,72.8,66,45,54,0.00
2006-09-25,0.0,72.8,65,48,54,0.00
2006-09-26,0.0,72.8,67,47,54,0.00
2006-09-27,0.0,72.8,68,49,56,0.00
2006-09-28,0.0,72.8,68,46,54,0.00
2006-09-29,0.0,72.8,68,44,53,0.10
2006-09-30,0.0,72.9,51,34,43,0.10
2006-10-01,0.0,0.0,43,31,36,0.00
2006-10-02,0.0,0.0,43,31,36,0.00
2006-10-03,0.0,0.0,44,31,35,0.00
2006-10-04,0.0,0.0,50,34,40,0.00
2006-10-05,0.0,0.0,54,37,44,0.00
2006-10-06,0.0,0.0,47,31,40,0.10
2006-10-07,0.0,0.1,45,28,35,0.00
2006-10-08,0.0,0.1,46,36,41,0.00
2006-10-09,0.0,0.1,48,31,38,0.10
2006-10-10,0.0,0.2,55,38,45,0.00
2006-10-11,0.0,0.2,63,44,52,0.00
2006-10-12,0.0,0.2,64,47,53,0.00
2006-10-13,0.0,0.2,55,43,48,0.00
2006-10-14,0.0,0.2,56,38,47,0.00
2006-10-15,0.0,0.2,46,33,38,0.40
2006-10-16,0.0,0.6,41,31,35,0.00
2006-10-17,0.0,0.6,46,31,36,0.00
2006-10-18,0.0,0.6,46,33,38,0.30
2006-10-19,0.0,0.9,48,32,43,0.40
2006-10-20,0.0,1.3,43,29,34,0.00
2006-10-21,0.3,1.3,49,31,39,0.00
2006-10-22,0.5,1.3,48,33,41,0.00
2006-10-23,0.5,1.3,46,29,36,0.00
2006-10-24,0.5,1.3,36,27,31,0.10
2006-10-25,0.8,1.4,35,24,30,0.00
2006-10-26,0.9,1.4,41,32,37,0.00
2006-10-27,0.5,1.4,44,35,39,0.00
2006-10-28,0.3,1.4,44,31,36,0.00
2006-10-29,0.3,1.4,38,18,26,0.50
2006-10-30,0.3,1.9,23,14,17,0.10
2006-10-31,0.6,2.0,31,15,23,0.00
2006-11-01,0.6,2.0,44,27,34,0.00
2006-11-02,0.7,2.0,40,34,38,0.80
2006-11-03,0.8,2.8,43,38,41,1.60
2006-11-04,0.5,4.4,41,36,38,2.10
2006-11-05,0.3,6.5,46,34,38,0.90
2006-11-06,0.4,7.4,47,39,44,3.20
2006-11-07,0.0,10.6,41,29,36,0.90
2006-11-08,0.0,11.5,31,26,28,0.80
2006-11-09,0.9,12.3,29,26,27,0.10
2006-11-10,1.0,12.4,29,24,28,1.20
2006-11-11,3.4,13.6,29,23,26,1.00
2006-11-12,3.9,14.6,31,27,29,0.80
2006-11-13,6.9,15.4,31,21,26,0.10
2006-11-14,7.8,15.5,29,16,24,2.30
2006-11-15,7.8,17.8,38,22,31,2.80
2006-11-16,8.0,20.6,28,22,26,0.00
2006-11-17,7.9,20.6,32,28,30,0.00
2006-11-18,7.6,20.6,38,31,33,0.00
2006-11-19,7.6,20.6,38,26,32,1.00
2006-11-20,7.3,21.6,29,26,28,0.80
2006-11-21,8.5,22.4,30,23,27,0.50
2006-11-22,10.9,22.9,28,22,25,2.50
2006-11-23,11.6,25.4,25,20,22,1.10
2006-11-24,13.2,26.5,26,15,20,0.90
2006-11-25,13.6,27.4,22,12,18,0.20
2006-11-26,14.1,27.6,27,17,22,1.30
2006-11-27,15.5,28.9,17,5,12,0.30
2006-11-28,15.7,29.2,11,,,0.00
2006-11-29,15.7,29.2,29,,19,0.00
2006-11-30,16.6,29.2,29,19,24,0.10
2006-12-01,16.7,29.3,23,17,20,0.30
2006-12-02,16.6,29.6,32,18,26,0.60
2006-12-03,16.7,30.2,36,32,33,0.00
2006-12-04,16.6,30.2,35,25,31,0.10
2006-12-05,16.6,30.3,37,25,31,0.00
2006-12-06,16.0,30.3,44,32,37,0.00
2006-12-07,15.5,30.3,44,34,39,0.00
2006-12-08,15.2,30.3,44,36,40,0.00
2006-12-09,14.7,30.3,43,28,34,0.10
2006-12-10,14.7,30.4,33,28,31,0.10
2006-12-11,14.7,30.5,35,28,31,2.20
2006-12-12,16.4,32.7,32,24,26,0.90
2006-12-13,17.5,33.6,32,21,27,1.10
2006-12-14,18.9,34.7,32,16,27,2.50
2006-12-15,21.4,37.2,30,15,20,1.30
2006-12-16,22.7,38.5,21,14,17,0.20
2006-12-17,22.9,38.7,22,12,16,0.00
2006-12-18,22.9,38.7,31,22,29,0.00
2006-12-19,22.9,38.7,34,29,31,0.20
2006-12-20,23.1,38.9,33,28,31,0.90
2006-12-21,24.0,39.8,31,19,25,0.60
2006-12-22,24.6,40.4,27,12,19,0.00
2006-12-23,24.6,40.4,28,17,24,0.50
2006-12-24,25.1,40.9,32,17,28,1.50
2006-12-25,26.6,42.4,28,23,25,0.00
2006-12-26,26.6,42.4,26,22,24,0.30
2006-12-27,26.9,42.7,23,11,18,0.30
2006-12-28,27.2,43.0,26,11,18,0.00
2006-12-29,27.2,43.0,29,16,24,0.20
2006-12-30,27.4,43.2,28,16,22,0.00
2006-12-31,27.4,43.2,32,26,28,0.70
2007-01-01,28.1,43.9,33,27,30,1.00
2007-01-02,29.1,44.9,33,28,30,2.20
2007-01-03,31.3,47.1,29,21,26,0.70
2007-01-04,32.0,47.8,23,14,19,0.50
2007-01-05,32.5,48.3,29,17,24,0.50
2007-01-06,33.0,48.8,27,18,22,0.40
2007-01-07,33.4,49.2,31,19,28,2.10
2007-01-08,35.5,51.3,32,17,25,0.00
2007-01-09,35.5,51.3,32,14,26,0.40
2007-01-10,35.9,51.7,18,,12,0.00
2007-01-11,35.9,51.7,12,,6,0.20
2007-01-12,36.1,51.9,15,,7,0.00
2007-01-13,36.1,51.9,21,7,15,0.00
2007-01-14,36.1,51.9,22,11,16,0.00
2007-01-15,36.1,51.9,29,17,22,0.00
2007-01-16,36.1,51.9,28,19,24,0.10
2007-01-17,36.2,52.0,25,17,21,0.00
2007-01-18,36.2,52.0,31,23,28,0.30
2007-01-19,36.5,52.3,32,22,28,0.90
2007-01-20,37.4,53.2,24,18,21,0.00
2007-01-21,37.4,53.2,32,20,28,0.10
2007-01-22,37.5,53.3,32,28,30,0.20
2007-01-23,37.7,53.5,34,28,30,0.20
2007-01-24,37.9,53.7,47,28,35,0.00
2007-01-25,37.9,53.7,33,25,29,0.20
2007-01-26,38.1,53.9,33,22,26,0.00
2007-01-27,38.1,53.9,41,26,33,0.00
2007-01-28,38.1,53.9,47,30,37,0.00
2007-01-29,38.1,53.9,48,28,37,0.00
2007-01-30,38.1,53.9,32,23,26,0.10
2007-01-31,38.2,54.0,36,22,28,0.00
2007-02-01,38.2,54.0,30,21,25,0.00
2007-02-02,38.2,54.0,47,21,34,0.00
2007-02-03,38.2,54.0,36,31,33,0.00
2007-02-04,38.2,54.0,45,36,39,0.00
2007-02-05,38.2,54.0,50,36,41,0.00
2007-02-06,38.2,54.0,44,35,38,0.10
2007-02-07,38.3,54.1,40,32,36,0.10
2007-02-08,38.4,54.2,35,27,31,0.10
2007-02-09,38.5,54.3,35,26,32,0.00
2007-02-10,38.5,54.3,41,31,34,0.20
2007-02-11,38.7,54.5,34,27,31,0.30
2007-02-12,39.0,54.8,32,26,29,0.10
2007-02-13,39.1,54.9,33,25,29,0.00
2007-02-14,39.1,54.9,33,24,29,0.10
2007-02-15,39.2,55.0,36,26,33,0.30
2007-02-16,39.5,55.3,36,23,30,0.00
2007-02-17,39.5,55.3,42,26,34,0.30
2007-02-18,39.8,55.6,29,23,25,0.40
2007-02-19,40.2,56.0,32,25,28,0.60
2007-02-20,40.8,56.6,28,18,22,1.10
2007-02-21,41.9,57.7,28,17,21,0.20
2007-02-22,42.1,57.9,28,15,20,0.20
2007-02-23,42.3,58.1,27,15,19,0.20
2007-02-24,42.5,58.3,29,19,25,0.50
2007-02-25,43.0,58.8,30,22,25,0.10
2007-02-26,43.1,58.9,24,11,20,0.20
2007-02-27,43.3,59.1,24,11,17,0.40
2007-02-28,43.7,59.5,23,12,16,0.00
2007-03-01,44.1,59.5,24,9,15,0.00
2007-03-02,45.1,59.5,33,14,28,0.00
2007-03-03,43.6,59.5,43,29,35,0.00
2007-03-04,43.7,59.5,50,29,38,0.00
2007-03-05,43.7,59.5,44,32,36,0.00
2007-03-06,43.7,59.5,46,32,38,0.00
2007-03-07,43.7,59.5,34,23,30,0.50
2007-03-08,44.2,60.0,29,23,26,0.70
2007-03-09,44.9,60.7,34,27,31,0.30
2007-03-10,45.2,61.0,37,29,33,0.50
2007-03-11,45.7,61.5,40,35,38,1.30
2007-03-12,47.0,62.8,36,21,29,0.00
2007-03-13,47.0,62.8,31,20,24,0.10
2007-03-14,47.1,62.9,31,18,23,0.20
2007-03-15,47.3,63.1,36,18,27,0.00
2007-03-16,47.3,63.1,47,35,40,0.00
2007-03-17,47.3,63.1,40,33,36,0.10
2007-03-18,47.4,63.2,41,30,35,0.00
2007-03-19,47.4,63.2,34,27,31,0.60
2007-03-20,48.0,63.8,32,14,23,0.50
2007-03-21,48.5,64.3,33,13,25,0.00
2007-03-22,48.5,64.3,35,28,31,0.00
2007-03-23,48.5,64.3,37,32,35,0.30
2007-03-24,45.7,64.6,36,26,32,0.70
2007-03-25,46.2,65.3,39,21,27,0.00
2007-03-26,45.5,65.3,38,20,28,0.10
2007-03-27,45.8,65.4,39,18,27,0.00
2007-03-28,45.6,65.4,37,16,26,0.00
2007-03-29,45.5,65.4,47,26,37,0.00
2007-03-30,45.1,65.4,43,31,36,0.10
2007-03-31,45.1,65.5,37,19,30,0.10
2007-04-01,45.1,65.6,30,17,22,0.00
2007-04-02,44.3,65.6,32,17,22,0.00
2007-04-03,45.3,65.6,39,15,27,0.00
2007-04-04,45.2,65.6,42,30,35,0.00
2007-04-05,44.8,65.6,53,34,42,0.00
2007-04-06,44.4,65.6,58,40,47,0.00
2007-04-07,43.5,65.6,46,35,41,0.20
2007-04-08,43.0,65.8,42,31,34,0.20
2007-04-09,43.4,66.0,33,22,28,0.80
2007-04-10,46.6,66.8,35,20,26,0.00
2007-04-11,45.8,66.8,40,19,29,0.00
2007-04-12,45.3,66.8,35,24,29,0.00
2007-04-13,45.1,66.8,36,25,32,0.30
2007-04-14,44.1,67.1,38,23,30,0.30
2007-04-15,44.5,67.4,37,21,29,0.00
2007-04-16,44.3,67.4,36,25,29,0.00
2007-04-17,44.3,67.4,35,20,27,0.40
2007-04-18,45.7,67.8,36,19,26,0.40
2007-04-19,45.4,68.2,34,17,24,0.10
2007-04-20,45.7,68.3,36,18,27,0.00
2007-04-21,45.6,68.3,38,24,31,0.00
2007-04-22,45.2,68.3,37,28,32,0.10
2007-04-23,45.1,68.4,49,29,37,0.00
2007-04-24,44.8,68.4,42,28,33,0.10
2007-04-25,44.4,68.5,38,27,31,0.00
2007-04-26,44.2,68.5,39,31,34,0.00
2007-04-27,43.6,68.5,38,31,36,0.50
2007-04-28,42.9,69.0,40,25,32,0.00
2007-04-29,42.6,69.0,39,28,32,0.00
2007-04-30,42.0,69.0,40,25,32,0.20
2007-05-01,42.2,69.2,41,27,33,0.00
2007-05-02,41.7,69.2,37,25,31,0.30
2007-05-03,42.1,69.5,38,23,29,0.20
2007-05-04,40.7,69.7,41,23,30,0.00
2007-05-05,41.3,69.7,41,22,32,0.00
2007-05-06,40.6,69.7,43,35,39,0.00
2007-05-07,39.9,69.7,56,36,44,0.00
2007-05-08,39.0,69.7,54,27,42,0.10
2007-05-09,37.7,69.8,44,24,35,0.00
2007-05-10,36.9,69.8,49,29,39,0.00
2007-05-11,35.5,69.8,48,29,39,0.00
2007-05-12,34.6,69.8,50,32,39,0.00
2007-05-13,33.5,69.8,44,30,35,0.00
2007-05-14,32.8,69.8,57,30,44,0.00
2007-05-15,32.0,69.8,64,38,50,0.00
2007-05-16,31.0,69.8,52,31,41,0.10
2007-05-17,29.0,69.9,46,29,37,0.00
2007-05-18,28.5,69.9,48,29,38,0.00
2007-05-19,28.0,69.9,39,30,34,0.20
2007-05-20,27.0,70.1,38,28,32,0.50
2007-05-21,29.0,70.6,46,28,36,0.00
2007-05-22,28.0,70.6,50,28,38,0.00
2007-05-23,27.0,70.6,50,32,40,0.00
2007-05-24,26.0,70.6,56,33,43,0.00
2007-05-25,24.0,70.6,56,35,45,0.00
2007-05-26,23.5,70.6,53,36,43,0.00
2007-05-27,22.0,70.6,43,28,36,0.00
2007-05-28,21.0,70.6,45,28,37,0.00
2007-05-29,20.0,70.6,62,34,50,0.00
2007-05-30,19.0,70.6,63,41,52,0.00
2007-05-31,16.1,70.6,64,42,52,0.00
2007-06-01,15.4,70.6,62,44,52,0.00
2007-06-02,14.5,70.6,64,43,53,0.00
2007-06-03,13.9,70.6,71,48,58,0.00
2007-06-04,13.0,70.6,53,37,46,0.10
2007-06-05,12.0,70.7,42,31,36,0.20
2007-06-06,11.3,70.9,38,28,33,0.00
2007-06-07,10.8,70.9,45,32,38,0.00
2007-06-08,10.2,70.9,49,31,40,0.00
2007-06-09,9.1,70.9,44,37,41,0.10
2007-06-10,7.6,71.0,49,30,38,0.00
2007-06-11,5.7,71.0,39,29,34,0.00
2007-06-12,5.0,71.0,51,29,39,0.00
2007-06-13,3.8,71.0,46,34,40,0.00
2007-06-14,2.4,71.0,41,31,36,0.00
2007-06-15,1.9,71.0,49,35,41,0.00
2007-06-16,1.4,71.0,51,32,39,0.00
2007-06-17,1.0,71.0,51,34,42,0.00
2007-06-18,0.5,71.0,47,32,38,0.00
2007-06-19,0.3,71.0,63,36,51,0.00
2007-06-20,0.0,71.0,63,42,53,0.00
2007-06-21,0.0,71.0,50,39,43,0.10
2007-06-22,0.0,71.1,47,34,39,0.20
2007-06-23,0.0,71.3,48,32,38,0.00
2007-06-24,0.0,71.3,46,30,35,0.00
2007-06-25,0.0,71.3,42,30,36,0.00
2007-06-26,0.0,71.3,64,33,50,0.00
2007-06-27,0.0,71.3,55,42,49,0.00
2007-06-28,0.0,71.3,53,41,46,0.50
2007-06-29,0.0,71.8,47,35,40,0.00
2007-06-30,0.0,71.8,49,31,40,0.00
2007-07-01,0.0,71.8,53,37,46,0.00
2007-07-02,0.0,71.8,59,41,49,0.00
2007-07-03,0.0,71.8,61,44,51,0.00
2007-07-04,0.0,71.8,66,46,56,0.00
2007-07-05,0.0,71.8,71,48,59,0.00
2007-07-06,0.0,71.8,60,42,53,0.00
2007-07-07,0.0,71.8,62,42,53,0.00
2007-07-08,0.0,71.8,55,45,51,0.00
2007-07-09,0.0,71.8,66,42,54,0.00
2007-07-10,0.0,71.8,74,50,62,0.00
2007-07-11,0.0,71.8,80,54,67,0.00
2007-07-12,0.0,71.8,76,58,66,0.00
2007-07-13,0.0,71.8,69,51,61,0.00
2007-07-14,0.0,71.8,69,49,58,0.00
2007-07-15,0.0,71.8,64,43,54,0.00
2007-07-16,0.0,71.8,59,43,50,0.00
2007-07-17,0.0,71.8,54,46,49,0.20
2007-07-18,0.0,72.0,50,46,48,0.20
2007-07-19,0.0,72.2,53,42,46,0.10
2007-07-20,0.0,72.3,48,43,45,0.20
2007-07-21,0.0,72.5,51,45,48,1.00
2007-07-22,0.0,73.5,58,49,51,0.00
2007-07-23,0.0,73.5,55,43,50,0.00
2007-07-24,0.0,73.5,54,35,44,0.00
2007-07-25,0.0,73.5,62,38,51,0.00
2007-07-26,0.0,73.5,63,46,54,0.00
2007-07-27,0.0,73.5,65,43,54,0.00
2007-07-28,0.0,73.5,63,46,52,0.10
2007-07-29,0.0,73.6,55,41,47,0.00
2007-07-30,0.0,73.6,54,35,46,0.00
2007-07-31,0.0,73.6,60,39,49,0.00
2007-08-01,0.0,73.6,67,42,56,0.00
2007-08-02,0.0,73.6,69,46,58,0.00
2007-08-03,0.0,73.6,56,40,46,0.00
2007-08-04,0.0,73.6,54,41,47,0.00
2007-08-05,0.0,73.6,65,43,53,0.00
2007-08-06,0.0,73.6,64,46,54,0.00
2007-08-07,0.0,73.6,60,44,50,0.00
2007-08-08,0.0,73.6,52,39,45,0.10
2007-08-09,0.0,73.7,48,38,42,0.00
2007-08-10,0.0,73.7,48,36,42,0.00
2007-08-11,0.0,73.7,52,35,44,0.00
2007-08-12,0.0,73.7,48,38,42,0.20
2007-08-13,0.0,73.9,51,38,45,0.00
2007-08-14,0.0,73.9,65,40,53,0.00
2007-08-15,0.0,73.9,69,50,58,0.00
2007-08-16,0.0,73.9,59,38,50,0.00
2007-08-17,0.0,73.9,52,38,44,0.00
2007-08-18,0.0,73.9,49,37,43,0.10
2007-08-19,0.0,74.0,47,39,42,0.20
2007-08-20,0.0,74.2,50,40,45,0.00
2007-08-21,0.0,74.2,52,43,48,0.10
2007-08-22,0.0,74.3,51,41,46,0.00
2007-08-23,0.0,74.3,60,41,49,0.00
2007-08-24,0.0,74.3,66,43,53,0.00
2007-08-25,0.0,74.3,56,40,46,0.00
2007-08-26,0.0,74.3,47,33,40,0.10
2007-08-27,0.0,74.4,50,32,41,0.00
2007-08-28,0.0,74.4,61,36,49,0.00
2007-08-29,0.0,74.4,71,47,58,0.00
2007-08-30,0.0,74.4,69,48,58,0.00
2007-08-31,0.0,74.4,50,39,46,0.00
2007-09-01,0.0,74.4,56,35,44,0.00
2007-09-02,0.0,74.4,56,42,48,0.00
2007-09-03,0.0,74.4,53,44,49,0.00
2007-09-04,0.0,74.4,55,41,48,0.10
2007-09-05,0.0,74.5,63,41,50,0.00
2007-09-06,0.0,74.5,58,36,46,0.00
2007-09-07,0.0,74.5,53,35,43,0.00
2007-09-08,0.0,74.5,58,36,45,0.00
2007-09-09,0.0,74.5,59,38,47,0.00
2007-09-10,0.0,74.5,70,46,57,0.00
2007-09-11,0.0,74.5,72,50,59,0.00
2007-09-12,0.0,74.5,63,45,52,0.00
2007-09-13,0.0,74.5,67,44,53,0.00
2007-09-14,0.0,74.5,62,47,53,0.00
2007-09-15,0.0,74.5,59,42,50,0.10
2007-09-16,0.0,74.6,45,39,42,0.50
2007-09-17,0.0,75.1,45,32,40,0.20
2007-09-18,0.0,75.3,43,30,35,0.00
2007-09-19,0.0,75.3,46,32,36,0.00
2007-09-20,0.0,75.3,46,34,39,0.00
2007-09-21,0.0,75.3,52,33,42,0.00
2007-09-22,0.0,75.3,46,31,36,0.00
2007-09-23,0.0,75.3,45,29,36,0.00
2007-09-24,0.0,75.3,52,30,40,0.00
2007-09-25,0.0,75.3,47,35,41,0.10
2007-09-26,0.0,75.4,56,35,46,0.00
2007-09-27,0.0,75.4,54,32,43,0.40
2007-09-28,0.0,75.8,38,27,31,0.00
2007-09-29,0.0,75.8,37,,,0.10
2007-09-30,0.0,75.9,38,33,36,1.40
2007-10-01,0.0,0.0,39,32,35,0.10
2007-10-02,0.0,0.1,41,31,36,0.30
2007-10-03,0.0,0.4,35,28,31,0.10
2007-10-04,0.0,0.5,32,27,29,0.00
2007-10-05,0.0,0.5,39,27,31,0.10
2007-10-06,0.0,0.6,42,30,37,0.00
2007-10-07,0.0,0.6,43,29,38,0.90
2007-10-08,0.0,1.5,41,26,33,0.00
2007-10-09,0.0,1.5,45,38,41,1.50
2007-10-10,0.0,3.0,43,31,36,0.20
2007-10-11,0.0,3.2,40,29,34,0.00
2007-10-12,0.0,3.2,47,31,36,0.00
2007-10-13,0.0,3.2,52,30,38,0.00
2007-10-14,0.0,3.2,53,38,43,0.00
2007-10-15,0.0,3.2,49,32,40,0.20
2007-10-16,0.0,3.4,36,28,31,0.10
2007-10-17,0.0,3.5,39,29,31,0.00
2007-10-18,0.0,3.5,41,29,34,0.40
2007-10-19,0.0,3.9,33,28,31,1.20
2007-10-20,0.9,5.1,36,27,31,0.00
2007-10-21,1.0,5.1,38,30,33,0.00
2007-10-22,1.0,5.1,50,38,45,0.00
2007-10-23,0.0,5.1,63,44,52,0.00
2007-10-24,0.0,5.1,51,26,36,0.40
2007-10-25,0.0,5.5,31,22,25,0.00
2007-10-26,0.3,5.5,41,22,31,0.00
2007-10-27,0.6,5.5,50,34,40,0.00
2007-10-28,0.0,5.5,48,38,42,0.00
2007-10-29,0.0,5.5,40,24,34,0.00
2007-10-30,0.0,5.5,42,24,31,0.00
2007-10-31,0.0,5.5,41,32,36,0.00
2007-11-01,0.0,5.5,33,24,28,0.00
2007-11-02,0.0,5.5,40,24,33,0.00
2007-11-03,0.0,5.5,44,37,40,0.00
2007-11-04,0.0,5.5,44,31,37,0.00
2007-11-05,0.0,5.5,51,33,40,0.00
2007-11-06,0.0,5.5,49,38,42,0.00
2007-11-07,0.0,5.5,44,39,41,0.00
2007-11-08,0.0,5.5,47,38,43,0.20
2007-11-09,0.0,5.7,38,33,35,0.60
2007-11-10,0.0,6.3,36,26,29,0.50
2007-11-11,0.4,6.8,31,26,28,0.30
2007-11-12,0.5,7.1,32,24,28,1.90
2007-11-13,2.1,9.0,29,19,24,0.50
2007-11-14,2.4,9.5,36,19,29,1.20
2007-11-15,2.4,10.7,36,32,33,0.30
2007-11-16,3.2,11.0,35,27,31,0.20
2007-11-17,2.8,11.2,33,23,29,0.20
2007-11-18,3.0,11.4,29,18,23,0.10
2007-11-19,3.1,11.5,27,19,24,0.10
