#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 943: Dungeness, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Dungeness (943) 
# Washington  SNOTEL Site - 4010 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Nov 23, 2021 8:14:30 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2004-10-28,1.0,5.7,40,35,36,0.00
2004-10-29,0.9,5.7,,,,0.20
2004-10-30,0.7,5.9,45,31,36,0.00
2004-10-31,0.3,5.9,44,30,33,0.00
2004-11-01,0.5,5.9,49,34,42,0.50
2004-11-02,0.2,6.4,41,29,36,0.50
2004-11-03,0.0,6.9,43,30,34,0.00
2004-11-04,0.0,6.9,45,31,35,0.00
2004-11-05,0.0,6.9,,,,0.00
2004-11-06,0.0,6.9,48,41,44,0.00
2004-11-07,0.0,6.9,54,45,49,0.00
2004-11-08,0.1,6.9,60,41,48,0.00
2004-11-09,0.1,6.9,49,40,43,0.10
2004-11-10,0.0,7.0,54,40,44,0.00
2004-11-11,0.1,7.0,55,40,43,0.00
2004-11-12,0.0,7.0,57,40,44,0.00
2004-11-13,0.1,7.0,47,36,40,0.00
2004-11-14,0.1,7.0,49,40,44,0.10
2004-11-15,0.2,7.1,52,32,41,0.00
2004-11-16,0.0,7.1,46,28,35,0.00
2004-11-17,0.0,7.1,,,,0.30
2004-11-18,0.0,7.4,44,29,33,0.00
2004-11-19,0.0,7.4,42,26,29,0.00
2004-11-20,0.0,7.4,42,28,35,0.00
2004-11-21,0.0,7.4,47,37,40,0.00
2004-11-22,0.0,7.4,42,34,37,0.10
2004-11-23,0.0,7.5,44,33,39,0.00
2004-11-24,0.0,7.5,52,42,45,0.30
2004-11-25,0.0,7.8,41,29,33,0.00
2004-11-26,0.0,7.8,39,27,31,0.00
2004-11-27,0.0,7.8,28,23,25,0.10
2004-11-28,0.0,7.9,38,22,26,0.00
2004-11-29,0.0,7.9,37,29,33,0.10
2004-11-30,0.0,8.0,41,30,33,0.10
2004-12-01,0.0,8.1,37,31,34,0.00
2004-12-02,0.0,8.1,40,33,35,0.00
2004-12-03,0.1,8.1,41,36,37,0.00
2004-12-04,0.1,8.1,36,31,33,0.00
2004-12-05,0.4,8.1,30,25,27,0.00
2004-12-06,0.5,8.1,,,,0.10
2004-12-07,0.5,8.2,34,33,34,0.30
2004-12-08,0.6,8.5,,,,0.70
2004-12-09,1.2,9.2,45,35,38,1.00
2004-12-10,1.6,10.2,44,39,42,1.40
2004-12-11,0.9,11.6,28,27,28,0.10
2004-12-12,1.6,11.7,47,36,42,0.00
2004-12-13,1.6,11.7,43,36,39,1.00
2004-12-14,0.7,12.7,43,31,38,0.10
2004-12-15,0.7,12.8,40,36,39,0.00
2004-12-16,0.7,12.8,45,37,41,0.00
2004-12-17,0.8,12.8,47,45,46,0.00
2004-12-18,0.2,12.8,51,46,49,0.00
2004-12-19,0.0,12.8,,,,0.00
2004-12-20,0.0,12.8,31,28,29,0.00
2004-12-21,0.0,12.8,41,30,34,0.10
2004-12-22,0.7,12.9,35,30,33,0.00
2004-12-23,0.0,12.9,,,,0.00
2004-12-24,0.0,12.9,,,,0.00
2004-12-25,0.0,12.9,42,30,36,0.00
2004-12-26,0.0,12.9,,,,0.20
2004-12-27,0.2,13.1,38,33,35,0.10
2004-12-28,0.3,13.2,41,38,39,0.00
2004-12-29,0.4,13.2,,,,0.10
2004-12-30,0.5,13.3,,,,0.00
2004-12-31,0.5,13.3,31,29,30,0.40
2005-01-01,0.8,13.7,31,26,28,0.30
2005-01-02,1.0,14.0,,,,0.00
2005-01-03,1.0,14.0,35,20,23,0.00
2005-01-04,1.0,14.0,,,,0.00
2005-01-05,1.0,14.0,27,24,26,0.00
2005-01-06,1.0,14.0,,,,0.30
2005-01-07,1.5,14.3,29,23,26,1.40
2005-01-08,2.9,15.7,,,,0.70
2005-01-09,3.5,16.4,28,20,23,0.20
2005-01-10,3.6,16.6,38,20,24,0.00
2005-01-11,3.5,16.6,,,,0.00
2005-01-12,3.5,16.6,41,20,28,0.00
2005-01-13,3.5,16.6,,,,0.00
2005-01-14,3.5,16.6,32,16,22,0.10
2005-01-15,3.3,16.7,,,,0.10
2005-01-16,3.8,16.8,43,36,39,0.00
2005-01-17,3.8,16.8,48,40,43,1.10
2005-01-18,3.5,17.9,,,,0.30
2005-01-19,2.8,18.2,,,,0.00
2005-01-20,2.6,18.2,,,,0.00
2005-01-21,2.4,18.2,57,39,46,0.10
2005-01-22,2.0,18.3,53,44,48,0.10
2005-01-23,1.1,18.4,56,45,50,0.00
2005-01-24,0.3,18.4,,,,0.00
2005-01-25,0.0,18.4,,,,0.00
2005-01-26,0.0,18.4,,,,0.10
2005-01-27,0.0,18.5,38,36,37,0.00
2005-01-28,0.0,18.5,,,,0.00
2005-01-29,0.0,18.5,,,,0.10
2005-01-30,0.0,18.6,46,36,41,0.10
2005-01-31,0.0,18.7,,,,0.00
2005-02-01,0.0,18.7,,,,0.00
2005-02-02,0.0,18.7,,,,0.00
2005-02-03,0.0,18.7,51,39,44,0.00
2005-02-04,0.0,18.7,,,,0.00
2005-02-05,0.0,18.7,,,,0.10
2005-02-06,0.0,18.8,38,27,31,0.20
2005-02-07,0.0,19.0,,,,0.00
2005-02-08,0.0,19.0,,,,0.00
2005-02-09,0.0,19.0,,,,0.00
2005-02-10,0.0,19.0,,,,0.00
2005-02-11,0.0,19.0,55,35,42,0.00
2005-02-12,0.0,19.0,39,25,34,0.00
2005-02-13,0.0,19.0,,,,0.00
2005-02-14,0.0,19.0,34,20,24,0.00
2005-02-15,0.0,19.0,40,19,25,0.00
2005-02-16,0.0,19.0,50,25,34,0.10
2005-02-17,0.0,19.1,,,,0.00
2005-02-18,0.0,19.1,,,,0.00
2005-02-19,0.0,19.1,43,23,29,0.00
2005-02-20,0.0,19.1,,,,0.00
2005-02-21,0.0,19.1,50,29,35,0.00
2005-02-22,0.0,19.1,,,,0.00
2005-02-23,0.0,19.1,,,,0.00
2005-02-24,0.0,19.1,57,38,43,0.00
2005-02-25,0.0,19.1,,,,0.00
2005-02-26,0.0,19.1,54,37,42,0.00
2005-02-27,0.0,19.1,54,39,44,0.00
2005-02-28,0.0,19.1,,,,0.00
2005-03-01,0.0,19.1,,,,0.30
2005-03-02,0.0,19.4,,,,0.00
2005-03-03,0.0,19.4,,,,0.00
2005-03-04,0.0,19.4,,,,0.00
2005-03-05,0.0,19.4,,,,0.00
2005-03-06,0.0,19.4,56,36,44,0.00
2005-03-07,0.0,19.4,53,38,44,0.00
2005-03-08,0.0,19.4,,,,0.00
2005-03-09,0.0,19.4,,,,0.10
2005-03-10,0.0,19.5,,,,0.00
2005-03-11,0.0,19.5,,,,0.00
2005-03-12,0.0,19.5,54,35,40,0.00
2005-03-13,0.0,19.5,,,,0.00
2005-03-14,0.0,19.5,,,,0.00
2005-03-15,0.0,19.5,56,36,42,0.00
2005-03-16,0.0,19.5,,,,0.20
2005-03-17,0.0,19.7,,,,0.00
2005-03-18,0.0,19.7,39,25,29,0.10
2005-03-19,0.0,19.8,,,,1.00
2005-03-20,0.0,20.8,,,,1.10
2005-03-21,0.0,21.9,,,,0.00
2005-03-22,0.0,21.9,43,25,31,0.20
2005-03-23,0.0,22.1,,,,0.00
2005-03-24,0.0,22.1,,,,0.00
2005-03-25,0.0,22.1,,,,0.70
2005-03-26,0.0,22.8,,,,1.00
2005-03-27,0.0,23.8,42,32,36,0.00
2005-03-28,0.0,23.8,,,,0.10
2005-03-29,0.0,23.9,44,28,33,0.10
2005-03-30,0.0,24.0,,,,0.00
2005-03-31,0.0,24.0,,,,0.00
2005-04-01,0.0,24.0,48,27,35,0.70
2005-04-02,0.0,24.7,,,,0.00
2005-04-03,0.0,24.7,43,29,35,0.00
2005-04-04,0.0,24.7,37,26,30,0.00
2005-04-05,0.0,24.7,,,,0.00
2005-04-06,0.0,24.7,55,36,47,0.10
2005-04-07,0.0,24.8,45,27,38,0.50
2005-04-08,0.0,25.3,,,,0.00
2005-04-09,0.0,25.3,,,,0.00
2005-04-10,0.0,25.3,,,,0.00
2005-04-11,0.0,25.3,46,26,34,0.10
2005-04-12,0.0,25.4,,,,0.40
2005-04-13,0.0,25.8,,,,0.00
2005-04-14,0.0,25.8,,,,0.10
2005-04-15,0.0,25.9,47,31,40,0.10
2005-04-16,0.0,26.0,51,31,39,0.20
2005-04-17,0.0,26.2,,,,0.20
2005-04-18,0.0,26.4,49,30,37,0.00
2005-04-19,0.0,26.4,,,,0.00
2005-04-20,0.0,26.4,,,,0.00
2005-04-21,0.0,26.4,,,,0.00
2005-04-22,0.0,26.4,,,,0.00
2005-04-23,0.0,26.4,60,43,51,0.00
2005-04-24,0.0,26.4,59,39,47,0.00
2005-04-25,0.0,26.4,,,,0.00
2005-04-26,0.0,26.4,67,44,52,0.00
2005-04-27,0.0,26.4,,,,0.00
2005-04-28,0.0,26.4,60,40,48,0.00
2005-04-29,0.0,26.4,,,,0.00
2005-04-30,0.0,26.4,,,,0.00
2005-05-01,0.0,26.4,,,,0.00
2005-05-02,0.0,26.4,,,,0.10
2005-05-03,0.0,26.5,,,,0.00
2005-05-04,0.0,26.5,,,,0.00
2005-05-05,0.0,26.5,,,,0.00
2005-05-06,0.0,26.5,,,,0.20
2005-05-07,0.0,26.7,,,,0.00
2005-05-08,0.0,26.7,,,,0.00
2005-05-09,0.0,26.7,,,,0.10
2005-05-10,0.0,26.8,,,,0.20
2005-05-11,0.0,27.0,,,,0.00
2005-05-12,0.0,27.0,57,40,46,0.00
2005-05-13,0.0,27.0,,,,0.00
2005-05-14,0.0,27.0,,,,0.00
2005-05-15,0.0,27.0,,,,0.10
2005-05-16,0.0,27.1,,,,0.30
2005-05-17,0.0,27.4,,,,0.40
2005-05-18,0.0,27.8,,,,0.30
2005-05-19,0.0,28.1,,,,0.40
2005-05-20,0.0,28.5,54,35,41,0.00
2005-05-21,0.0,28.5,,,,0.00
2005-05-22,0.0,28.5,,,,0.00
2005-05-23,0.0,28.5,,,,0.00
2005-05-24,0.0,28.5,58,34,43,0.00
2005-05-25,0.0,28.5,,,,0.00
2005-05-26,0.0,28.5,,,,0.00
2005-05-27,0.0,28.5,80,53,64,0.00
2005-05-28,0.0,28.5,83,55,65,0.00
2005-05-29,0.0,28.5,,,,0.00
2005-05-30,0.0,28.5,,,,0.00
2005-05-31,0.0,28.5,,,,0.20
2005-06-01,0.0,28.7,,,,0.20
2005-06-02,0.0,28.9,48,38,43,0.20
2005-06-03,0.0,29.1,47,38,42,0.20
2005-06-04,0.0,29.3,,,,0.00
2005-06-05,0.0,29.3,,,,0.00
2005-06-06,0.0,29.3,,,,0.10
2005-06-07,0.0,29.4,,,,0.00
2005-06-08,0.0,29.4,,,,0.20
2005-06-09,0.0,29.6,,,,0.10
2005-06-10,0.0,29.7,,,,0.00
2005-06-11,0.0,29.7,,,,0.00
2005-06-12,0.0,29.7,48,34,40,0.40
2005-06-13,0.0,30.1,,,,0.00
2005-06-14,0.0,30.1,46,38,41,0.00
2005-06-15,0.0,30.1,,,,0.20
2005-06-16,0.0,30.3,,,,0.00
2005-06-17,0.0,30.3,54,40,46,0.20
2005-06-18,0.0,30.5,,,,0.10
2005-06-19,0.0,30.6,,,,0.00
2005-06-20,0.0,30.6,74,44,56,0.00
2005-06-21,0.0,30.6,,,,0.00
2005-06-22,0.0,30.6,57,38,48,0.00
2005-06-23,0.0,30.6,,,,0.10
2005-06-24,0.0,30.7,,,,0.00
2005-06-25,0.0,30.7,,,,0.00
2005-06-26,0.0,30.7,,,,0.00
2005-06-27,0.0,30.7,52,44,47,0.20
2005-06-28,0.0,30.9,,,,0.10
2005-06-29,0.0,31.0,,,,0.00
2005-06-30,0.0,31.0,60,46,53,0.00
2005-07-01,0.0,31.0,,,,0.00
2005-07-02,0.0,31.0,50,42,46,0.10
2005-07-03,0.0,31.1,,,,0.00
2005-07-04,0.0,31.1,,,,0.00
2005-07-05,0.0,31.1,,,,0.00
2005-07-06,0.0,31.1,,,,0.10
2005-07-07,0.0,31.2,60,41,49,0.10
2005-07-08,0.0,31.3,,,,0.00
2005-07-09,0.0,31.3,,,,0.00
2005-07-10,0.0,31.3,,,,0.20
2005-07-11,0.0,31.5,,,,0.00
2005-07-12,0.0,31.5,,,,0.10
2005-07-13,0.0,31.6,,,,0.00
2005-07-14,0.0,31.6,,,,0.10
2005-07-15,0.0,31.7,58,49,53,0.00
2005-07-16,0.0,31.7,,,,0.00
2005-07-17,0.0,31.7,75,46,58,0.00
2005-07-18,0.0,31.7,78,53,62,0.00
2005-07-19,0.0,31.7,72,48,56,0.00
2005-07-20,0.0,31.7,,,,0.00
2005-07-21,0.0,31.7,,,,0.00
2005-07-22,0.0,31.7,,,,0.00
2005-07-23,0.0,31.7,67,45,52,0.00
2005-07-24,0.0,31.7,,,,0.00
2005-07-25,0.0,31.7,73,46,56,0.00
2005-07-26,0.0,31.7,,,,0.00
2005-07-27,0.0,31.7,,,,0.00
2005-07-28,0.0,31.7,,,,0.00
2005-07-29,0.0,31.7,,,,0.00
2005-07-30,0.0,31.7,,,,0.00
2005-07-31,0.0,31.7,78,53,61,0.00
2005-08-01,0.0,31.7,,,,0.00
2005-08-02,0.0,31.7,68,41,52,0.00
2005-08-03,0.0,31.7,,,,0.00
2005-08-04,0.0,31.7,82,56,64,0.00
2005-08-05,0.0,31.7,,,,0.00
2005-08-06,0.0,31.7,,,,0.00
2005-08-07,0.0,31.7,78,52,61,0.00
2005-08-08,0.0,31.7,,,,0.00
2005-08-09,0.0,31.7,,,,0.00
2005-08-10,0.0,31.7,70,46,56,0.00
2005-08-11,0.0,31.7,,,,0.00
2005-08-12,0.0,31.7,,,,0.00
2005-08-13,0.0,31.7,,,,0.00
2005-08-14,0.0,31.7,,,,0.00
2005-08-15,0.0,31.7,,,,0.00
2005-08-16,0.0,31.7,,,,0.30
2005-08-17,0.0,32.0,64,48,53,0.00
2005-08-18,0.0,32.0,70,47,54,0.00
2005-08-19,0.0,32.0,74,46,56,0.00
2005-08-20,0.0,32.0,,,,0.00
2005-08-21,0.0,32.0,,,,0.00
2005-08-22,0.0,32.0,,,,0.00
2005-08-23,0.0,32.0,64,42,49,0.00
2005-08-24,0.0,32.0,70,44,53,0.00
2005-08-25,0.0,32.0,,,,0.00
2005-08-26,0.0,32.0,,,,0.00
2005-08-27,0.0,32.0,72,51,57,0.00
2005-08-28,0.0,32.0,65,46,52,0.50
2005-08-29,0.0,32.5,58,40,47,0.00
2005-08-30,0.0,32.5,,,,0.00
2005-08-31,0.0,32.5,,,,0.00
2005-09-01,0.0,32.5,69,52,58,0.00
2005-09-02,0.0,32.5,54,43,49,0.00
2005-09-03,0.0,32.5,53,41,47,0.10
2005-09-04,0.0,32.6,51,40,45,0.00
2005-09-05,0.0,32.6,56,39,45,0.10
2005-09-06,0.0,32.7,62,42,49,0.00
2005-09-07,0.0,32.7,68,46,53,1.10
2005-09-08,0.0,33.8,67,44,54,0.00
2005-09-09,0.0,33.8,58,42,47,0.00
2005-09-10,0.0,33.8,53,42,44,0.00
2005-09-11,0.0,33.8,61,43,49,0.00
2005-09-12,0.0,33.8,62,43,48,0.00
2005-09-13,0.0,33.8,64,43,50,0.00
2005-09-14,0.0,33.8,60,43,48,0.00
2005-09-15,0.0,33.8,51,39,44,0.00
2005-09-16,0.0,33.8,46,40,43,0.10
2005-09-17,0.0,33.9,52,40,46,0.10
2005-09-18,0.0,34.0,53,40,45,0.10
2005-09-19,0.0,34.1,53,43,46,0.00
2005-09-20,0.0,34.1,55,38,43,0.00
2005-09-21,0.0,34.1,54,36,42,0.00
2005-09-22,0.0,34.1,55,35,41,0.00
2005-09-23,0.0,34.1,55,36,41,0.00
2005-09-24,0.0,34.1,58,38,45,0.00
2005-09-25,0.0,34.1,64,43,49,0.10
2005-09-26,0.0,34.2,65,45,51,0.00
2005-09-27,0.0,34.2,63,38,47,0.00
2005-09-28,0.0,34.2,67,45,51,0.00
2005-09-29,0.0,34.2,64,49,54,0.20
2005-09-30,0.0,34.4,50,37,42,0.00
2005-10-01,0.0,0.0,43,34,38,0.00
2005-10-02,0.0,0.0,46,34,38,0.00
2005-10-03,0.0,0.0,47,33,37,0.30
2005-10-04,0.0,0.3,52,34,40,0.10
2005-10-05,0.0,0.4,55,41,46,0.10
2005-10-06,0.0,0.5,50,41,45,0.00
2005-10-07,0.0,0.5,50,37,41,0.00
2005-10-08,0.0,0.5,50,35,40,0.00
2005-10-09,0.0,0.5,54,38,45,0.00
2005-10-10,0.0,0.5,55,40,48,0.00
2005-10-11,0.0,0.5,53,35,41,0.00
2005-10-12,0.0,0.5,53,40,46,0.00
2005-10-13,0.0,0.5,54,41,44,0.00
2005-10-14,0.0,0.5,55,42,48,0.50
2005-10-15,0.0,1.0,53,39,43,0.00
2005-10-16,0.0,1.0,56,41,48,0.00
2005-10-17,0.0,1.0,59,45,50,0.10
2005-10-18,0.0,1.1,59,42,49,0.00
2005-10-19,0.0,1.1,51,39,46,0.00
2005-10-20,0.0,1.1,45,34,40,0.00
2005-10-21,0.0,1.1,64,44,52,0.00
2005-10-22,0.0,1.1,62,43,50,0.00
2005-10-23,0.0,1.1,48,33,42,0.00
2005-10-24,0.0,1.1,56,,46,0.10
2005-10-25,0.0,1.2,56,36,48,0.30
2005-10-26,0.0,1.5,45,33,36,0.00
2005-10-27,0.0,1.5,42,33,37,0.90
2005-10-28,0.0,2.4,46,33,37,0.10
2005-10-29,0.0,2.5,46,32,36,0.00
2005-10-30,0.0,2.5,46,33,40,0.80
2005-10-31,0.0,3.3,44,37,40,1.00
2005-11-01,0.0,4.3,38,33,35,0.30
2005-11-02,0.0,4.6,41,32,35,0.10
2005-11-03,0.0,4.7,39,29,34,0.70
2005-11-04,0.6,5.4,36,28,31,0.40
2005-11-05,0.8,5.8,36,28,32,0.80
2005-11-06,1.6,6.6,42,27,30,0.00
2005-11-07,1.5,6.6,44,26,29,0.00
2005-11-08,1.4,6.6,48,27,33,0.10
2005-11-09,1.4,6.7,51,34,42,0.00
2005-11-10,1.5,6.7,50,31,41,0.10
2005-11-11,1.2,6.8,36,26,31,0.30
2005-11-12,1.4,7.1,41,26,31,0.00
2005-11-13,1.6,7.1,42,29,35,0.10
2005-11-14,1.6,7.2,38,26,29,0.00
2005-11-15,1.6,7.2,41,28,35,0.10
2005-11-16,1.7,7.3,47,37,42,0.00
2005-11-17,1.6,7.3,61,37,43,0.00
2005-11-18,1.5,7.3,60,45,49,0.00
2005-11-19,1.4,7.3,64,45,50,0.00
2005-11-20,1.2,7.3,62,45,48,0.00
2005-11-21,0.9,7.3,67,48,52,0.00
2005-11-22,0.7,7.3,67,49,53,0.00
2005-11-23,0.6,7.3,58,45,48,0.10
2005-11-24,0.5,7.4,55,39,47,0.20
2005-11-25,0.2,7.6,42,27,35,0.30
2005-11-26,0.0,7.9,36,25,28,0.00
2005-11-27,0.0,7.9,34,22,25,0.00
2005-11-28,0.0,7.9,33,23,28,0.60
2005-11-29,0.6,8.5,32,24,26,0.00
2005-11-30,0.6,8.5,35,22,26,0.00
2005-12-01,0.6,8.5,27,21,24,0.30
2005-12-02,0.3,8.8,34,20,25,0.00
2005-12-03,0.3,8.8,36,19,23,0.00
2005-12-04,0.2,8.8,37,21,28,0.00
2005-12-05,0.4,8.8,42,28,32,0.00
2005-12-06,0.4,8.8,37,28,32,0.00
2005-12-07,0.5,8.8,38,30,34,0.00
2005-12-08,0.5,8.8,47,29,35,0.00
2005-12-09,0.5,8.8,49,36,39,0.00
2005-12-10,0.6,8.8,56,41,47,0.00
2005-12-11,0.7,8.8,60,35,45,0.00
2005-12-12,0.6,8.8,42,27,32,0.00
2005-12-13,0.5,8.8,37,23,27,0.00
2005-12-14,0.6,8.8,44,26,34,0.00
2005-12-15,0.8,8.8,46,35,38,0.00
2005-12-16,0.8,8.8,52,35,37,0.00
2005-12-17,0.8,8.8,38,28,33,0.00
2005-12-18,0.7,8.8,34,27,30,0.20
2005-12-19,0.7,9.0,51,32,41,0.40
2005-12-20,0.9,9.4,49,40,44,1.00
2005-12-21,0.1,10.4,42,38,40,1.60
2005-12-22,0.0,12.0,41,35,38,1.90
2005-12-23,0.0,13.9,47,34,40,0.70
2005-12-24,0.0,14.6,54,45,49,1.00
2005-12-25,0.0,15.6,45,36,39,1.50
2005-12-26,0.0,17.1,43,32,37,0.60
2005-12-27,0.0,17.7,39,33,35,0.50
2005-12-28,0.2,18.2,40,30,35,0.90
2005-12-29,0.1,19.1,37,30,32,0.70
2005-12-30,0.7,19.8,40,34,37,0.50
2005-12-31,1.2,20.3,40,32,35,0.00
2006-01-01,1.1,20.3,35,31,33,1.70
2006-01-02,3.0,22.0,37,27,32,0.60
2006-01-03,2.9,22.6,35,26,31,0.40
2006-01-04,3.2,23.0,43,29,34,0.10
2006-01-05,3.3,23.1,44,37,41,1.50
2006-01-06,3.7,24.6,43,35,39,0.20
2006-01-07,3.4,24.8,40,28,35,0.10
2006-01-08,3.4,24.9,40,28,34,0.10
2006-01-09,3.3,25.0,40,34,37,0.80
2006-01-10,3.9,25.8,41,34,36,0.90
2006-01-11,3.7,26.7,37,29,32,0.50
2006-01-12,4.1,27.2,40,28,34,0.60
2006-01-13,4.6,27.8,43,32,36,0.00
2006-01-14,4.5,27.8,38,22,29,0.00
2006-01-15,4.3,27.8,37,23,28,0.20
2006-01-16,4.1,28.0,44,31,37,1.20
2006-01-17,4.3,29.2,46,31,34,0.20
2006-01-18,3.9,29.4,41,28,32,0.00
2006-01-19,3.6,29.4,39,27,31,0.10
2006-01-20,2.9,29.5,36,25,30,0.10
2006-01-21,3.1,29.6,37,24,30,0.10
2006-01-22,3.2,29.7,47,28,34,0.00
2006-01-23,3.3,29.7,52,35,38,0.00
2006-01-24,3.6,29.7,54,37,44,0.00
2006-01-25,3.8,29.7,46,30,39,0.00
2006-01-26,3.9,29.7,37,28,32,0.00
2006-01-27,3.7,29.7,40,26,31,0.20
2006-01-28,3.8,29.9,39,26,30,0.30
2006-01-29,4.4,30.2,40,26,33,2.30
2006-01-30,4.8,32.5,44,29,34,0.50
2006-01-31,4.2,33.0,37,29,32,0.50
2006-02-01,4.7,33.5,39,29,33,0.10
2006-02-02,4.7,33.6,43,31,33,0.10
2006-02-03,5.0,33.7,44,28,35,1.40
2006-02-04,5.3,35.1,38,26,32,0.60
2006-02-05,5.4,35.7,38,23,28,0.00
2006-02-06,5.6,35.7,47,29,36,0.00
2006-02-07,5.6,35.7,61,38,44,0.00
2006-02-08,5.5,35.7,44,28,34,0.00
2006-02-09,5.6,35.7,50,26,32,0.00
2006-02-10,5.6,35.7,50,33,41,0.00
2006-02-11,5.6,35.7,55,36,42,0.00
2006-02-12,5.9,35.7,51,35,39,0.00
2006-02-13,5.9,35.7,39,24,32,0.10
2006-02-14,5.9,35.8,31,18,24,0.00
2006-02-15,5.8,35.8,35,15,21,0.00
2006-02-16,7.1,35.8,33,16,21,0.10
2006-02-17,8.9,35.9,28,11,15,0.00
2006-02-18,9.8,35.9,36,11,19,0.00
2006-02-19,8.9,35.9,43,20,26,0.20
2006-02-20,8.1,36.1,35,22,28,0.00
2006-02-21,7.9,36.1,42,26,31,0.00
2006-02-22,8.4,36.1,37,28,32,0.00
2006-02-23,8.3,36.1,36,18,29,0.00
2006-02-24,8.0,36.1,37,16,22,0.00
2006-02-25,7.7,36.1,42,18,31,0.20
2006-02-26,7.9,36.3,45,35,38,0.40
2006-02-27,7.9,36.7,51,32,40,0.00
2006-02-28,7.7,36.7,40,26,32,0.30
2006-03-01,7.5,37.0,36,27,33,0.30
2006-03-02,7.7,37.3,37,25,30,0.70
2006-03-03,8.1,38.0,44,25,31,0.00
2006-03-04,8.1,38.0,44,26,33,0.00
2006-03-05,8.1,38.0,36,31,34,0.80
2006-03-06,8.7,38.8,39,29,33,1.50
2006-03-07,9.8,40.3,46,26,32,0.00
2006-03-08,9.9,40.3,39,23,30,0.60
2006-03-09,10.4,40.9,43,19,26,0.00
2006-03-10,10.6,40.9,39,16,23,0.20
2006-03-11,10.6,41.1,37,23,27,0.00
2006-03-12,10.6,41.1,44,21,26,0.10
2006-03-13,10.6,41.2,41,22,28,0.00
2006-03-14,10.8,41.2,48,26,32,0.10
2006-03-15,11.0,41.3,46,25,32,0.10
2006-03-16,11.0,41.4,40,27,31,1.00
2006-03-17,11.9,42.4,43,26,31,0.40
2006-03-18,12.2,42.8,46,23,29,0.00
2006-03-19,12.3,42.8,46,21,29,0.00
2006-03-20,12.3,42.8,46,28,34,0.00
2006-03-21,12.3,42.8,46,32,36,0.00
2006-03-22,12.2,42.8,38,33,35,0.70
2006-03-23,12.7,43.5,41,34,37,1.40
2006-03-24,12.6,44.9,42,26,34,0.30
2006-03-25,12.4,45.2,47,22,30,0.00
2006-03-26,12.3,45.2,48,25,33,0.00
2006-03-27,11.9,45.2,48,30,37,0.00
2006-03-28,11.7,45.2,45,30,37,0.10
2006-03-29,11.6,45.3,51,30,36,0.00
2006-03-30,11.5,45.3,51,32,38,0.10
2006-03-31,11.4,45.4,51,33,37,0.10
2006-04-01,11.4,45.5,46,29,36,0.40
2006-04-02,11.7,45.9,38,29,35,0.50
2006-04-03,11.9,46.4,47,30,37,0.00
